repo_id,name,owner,stars,forks,language,topics,description,industry_code,industry_name,industry_confidence
359161066,pkp-ark-pubid,yasielpv,4,2,Smarty,"ark, ojs, plugin","Archival Resource Keys (ARKs) serve as persistent identifiers or stable trusted references for information objects. This plugin for OJS allows managing the persistent identifier ARK for articles, issues, and galleys. Installation and configuration for the plugin is documented in English and Spanish https://github.com/yasielpv/pkp-ark-pubid/wiki",J,Information and communication,high
304799443,nextjs-resume,franciscopantojag,4,8,JavaScript,"css, js, nextjs, reactjs",A resume web site built with Next.js.,J,Information and communication,high
444630222,skyengine,onilsalvador,4,1,Haxe,,very epic engine (psych engine is still better than this),R,"Arts, entertainment and recreation",medium
800545510,frasesdiadelamadre,mabelolivera10,3,0,CSS,,,R,"Arts, entertainment and recreation",medium
790865588,teamomuchodisable,mabelolivera10,3,0,JavaScript,,,J,Information and communication,low
790863470,corazonlatente,mabelolivera10,3,0,HTML,,,J,Information and communication,low
752309899,MarlinDocumentation,mriscoc,3,0,,,Marlin Firmware Documentation Project,C,Manufacturing,high
749573458,MarlinSimUI,mriscoc,3,1,C++,,Marlin Simulator UI,C,Manufacturing,medium
914561443,DRF_NEXTJS_Blog,apholdings,3,1,TypeScript,,Blog con Django Rest Framweok y NextJS Page rrouter,J,Information and communication,high
890000579,Django_Rest_Framework_Blog,apholdings,3,2,Python,,Aplicacion de blog usando django rest framework,J,Information and communication,high
641133629,Curso_IoT_RaspberryPi_Avanzado,apholdings,3,0,Python,,"Curso de Internet de las Cosas con Raspberry Pi, NodeMCU y MicroPython",M,"Professional, scientific activities",medium
636980876,apholdings,apholdings,3,0,,,,J,Information and communication,low
581685754,DotNet_API_Example,apholdings,3,0,C#,,,J,Information and communication,low
779086832,029_CrearDescargarExcel_ASPNETMVC,CodigoEstudiante,3,0,JavaScript,,,J,Information and communication,medium
440707667,geemap,csaybar,3,1,Python,,"A Python package for interactive mapping with Google Earth Engine, ipyleaflet, and ipywidgets.",M,"Professional, scientific activities",high
774978962,pos-react-seguridad,Franklin369,3,0,JavaScript,,,J,Information and communication,low
767014362,pos-react-productos,Franklin369,3,0,JavaScript,,,G,Wholesale and retail trade,medium
759222197,thanos-effect,Franklin369,3,0,JavaScript,,,R,"Arts, entertainment and recreation",medium
751943524,pos-react-curso-hasta-seccion-categorias,Franklin369,3,0,JavaScript,,,G,Wholesale and retail trade,medium
745743564,pos-react-login,Franklin369,3,0,JavaScript,,,G,Wholesale and retail trade,medium
738726204,inventarios-seccion-personal,Franklin369,3,0,JavaScript,,,G,Wholesale and retail trade,medium
721253530,nieve-react,Franklin369,3,0,JavaScript,,,J,Information and communication,low
1008463933,Voice-control-card,BracoZS,3,0,HTML,"card, microphone, tailwind, voice-control",Voice control card component made with Tailwind,J,Information and communication,high
834739362,sec_test_tools,JkDevArg,3,0,Python,,,J,Information and communication,medium
1039163694,UPN_2025_2_SOLWEB,gcoronelc,3,0,Java,,Curso de desarrollo de soluciones Web con Java y Spring Boot en la UPN.,P,Education,high
379471744,PERSONAL_LoginRegisterSocialMedia,Anders87x,3,1,JavaScript,,,J,Information and communication,medium
379409936,qr_factory,Anders87x,3,1,,,Flutter app for scan and create a QR code,J,Information and communication,high
985999087,Railly,Railly,3,0,Astro,,,J,Information and communication,low
927356954,tree-sitter-grammars,marsam,3,2,Nix,,A collection of tree-sitter grammars as Nix packages,J,Information and communication,high
483462311,KattyaCuevas,KattyaCuevas,3,0,,,,J,Information and communication,low
213744166,dev.to,KattyaCuevas,3,0,Ruby,,Where programmers share ideas and help each other grow,J,Information and communication,high
1092389604,HandiCraft-app-react-native,wajahat-ali-mir-dev,3,0,JavaScript,,,G,Wholesale and retail trade,medium
1076223689,ai-recognition,wajahat-ali-mir-dev,3,0,Python,,,J,Information and communication,low
1006031375,wajahat-ali,wajahat-ali-mir-dev,3,0,HTML,,,J,Information and communication,low
993887646,generative-manim-physics,marcelo-earth,3,0,,,How to generate and validate physics animations using Large Language Models (LLMs) and Manim?,M,"Professional, scientific activities",high
103877947,docker-hugo,jansanchez,3,0,Shell,"docker-image, hugo",Docker for gohugo.io,J,Information and communication,high
91844875,api-with-loopback,jansanchez,3,0,JavaScript,"insomnia, loopback, nodejs, rest-api",API REST build with Loopback.io (NodeJS).,J,Information and communication,high
90074165,sqlite-alpine,jansanchez,3,1,,"docker, sqlite3",A Docker image for SQLite + Linux Alpine,J,Information and communication,high
89101754,nocker-wheezy,jansanchez,3,1,Dockerfile,"docker, docker-image, node, yarn",An Image for Node.js based in Debian Wheezy,J,Information and communication,high
1056242455,aws-kubernetes-attacker-defender,mario21ic,3,0,,,,J,Information and communication,high
482632143,CENSO-ESCOLAR-INDICADORES-STATA,ljporras,3,1,Stata,,Sintaxis en Stata para estimar indicadores educativos.,P,Education,high
524715094,API-Tests-Compose,jesulink2514,3,1,C#,,,J,Information and communication,medium
787700698,ECommerceWeb-2024,erickorlando,3,0,C#,,Repositorio del proyecto ECommerce de Galaxy Training,G,Wholesale and retail trade,high
766187646,PortalGalaxy2024,erickorlando,3,0,C#,,Proyecto de Aplicaciones Empresariales version 2024,M,"Professional, scientific activities",medium
745934237,ecommerceweb-galaxy,erickorlando,3,0,C#,,Repositorio del Proyecto de Blazor WebAssembly con .NET 7.0,G,Wholesale and retail trade,high
551668234,webinarmysql,erickorlando,3,0,C#,,,J,Information and communication,low
1155828877,espik,crafter-station,3,0,TypeScript,,,J,Information and communication,low
1151213993,mermaid,crafter-station,3,0,TypeScript,,lightweight zero-dependency mermaid renderer,J,Information and communication,high
1149920761,codebrew.tech,crafter-station,3,1,TypeScript,,,J,Information and communication,low
1146767881,cadence,crafter-station,3,0,TypeScript,,,J,Information and communication,low
410782187,deepinbtrfs,CodigoCristo,3,2,Shell,,,J,Information and communication,medium
356109573,ArcrisGTK,CodigoCristo,3,0,C,,Graphic Installer Arch Linux developed in GTK,J,Information and communication,high
474216581,blog-with-next-js,lavaldi,3,2,JavaScript,,Blog con Next.js + Contentlayer + MDX + TailwindCSS,J,Information and communication,high
212469467,rae-chrome-extension,lavaldi,3,0,JavaScript,"chrome-extension, dle, rae",Extensión para buscar palabras en el DLE mediante la omnibox,J,Information and communication,high
1085192807,htop_top_abusers,romelgomez,3,1,JavaScript,,,J,Information and communication,medium
18310651,BooTweet,Dedal0,3,5,CSS,,PHP Script for tweeting with the server's IP Address,J,Information and communication,high
955350614,CV_Miss_Yera,gflores1092,3,3,TeX,,,M,"Professional, scientific activities",medium
106707957,curricula-ux,lalogf,3,1,,,Currícula UX en Laboratoria,P,Education,high
632808374,lcd,storres20,3,0,,,This repository contains all of the code for interfacing with a 16x2 Character I2C LCD Display. This accompanies my YouTube tutorial here: https://www.youtube.com/watch?v=fR5XhHYzUK0,M,"Professional, scientific activities",medium
555844273,pecc_hackathon,PCPUNMSM,3,2,Jupyter Notebook,,,J,Information and communication,low
416506837,WPFPricingCard,Jeyderht,3,3,C#,,,J,Information and communication,medium
840885522,exam-management-system-backend,JosephLlacchua,3,0,Java,,"Backend API developed with Spring for exam management system. It manages exam creation, student registration and response processing.",P,Education,high
1051652231,pg_multitenant_schemas,rubenpazch,3,0,Ruby,,,J,Information and communication,medium
434039976,budgetapp,sheylaPozo,3,0,Ruby,,A mobile web application where you can manage your budget.,K,Financial and insurance activities,high
423506637,helloRails,sheylaPozo,3,0,Ruby,,setup Rails,J,Information and communication,high
422925543,Catalog-of-things-capstone,sheylaPozo,3,0,Ruby,,"This project is a console app that will help you to keep a record of different types of things you won: books, music albums, movies, and games. The data will be stored in JSON files but has also prepared a database with tables structure analogical to your program's class structure.",R,"Arts, entertainment and recreation",high
422219122,ruby-school-library,sheylaPozo,3,0,,,,P,Education,high
416723948,MyEnumerable,sheylaPozo,3,0,,,"A program built in ruby to replicate the any?, all? and filter enumerables.",J,Information and communication,high
416723832,Ruby-Morse-Decoder,sheylaPozo,3,0,,,This is a basic Ruby program that Decodes messages written in Morse Code,J,Information and communication,high
1052447776,Credit-Scoring-Credit-Control-XIX,john-caballero,3,6,Python,,,K,Financial and insurance activities,high
683314525,Recommender-Systems,john-caballero,3,5,Jupyter Notebook,,,J,Information and communication,medium
7831311,limagamejam,xenda,3,1,Ruby,,,R,"Arts, entertainment and recreation",medium
360775576,EmergentProperties,ArturoDeza,3,0,Python,,Code + Data for paper Emergent Properties of Foveated Perceptual Systems,M,"Professional, scientific activities",high
338649272,Probability-Distributions-for-hydrology-with-MATLAB,GeomarPerales,3,0,MATLAB,hydrology,scripts developed for statistical hydrology - IMF - UNMSM.,E,Water supply; sewerage,high
19754494,gonion,CoreyKaylor,3,0,Go,,Simple golang route & middleware composer,J,Information and communication,high
580978732,backend-g10,ederivero,3,1,,,,J,Information and communication,low
503154095,Elearning-backend-g7,ederivero,3,1,,,,P,Education,high
549245204,leasy-frontend,jamesrhurtado,3,0,Vue,vue,Leasy Project (Finances and Economic Engineering at UPC),K,Financial and insurance activities,high
595812568,marko,yusshu,3,0,JavaScript,"bot, discord, discord-bot, discord-js, markov-chains, node-js",Marko is a Discord bot that sends random messages based on previous chats using Markov Chains,J,Information and communication,high
373389992,command,yusshu,3,0,Java,,Java command parsing and building library,J,Information and communication,high
563620330,codember,xavimondev,3,1,JavaScript,"codember, javascript",Repositorio con todos los retos del codember 🚀,J,Information and communication,high
1137991546,Rick-And-Morty-KMP,carlosgub,3,0,Kotlin,,Repositorio creado para el curso de YT,R,"Arts, entertainment and recreation",medium
930975562,rendicion_cuentas,JulianB0315,3,1,PHP,"codigniter4, javascript, mysqli, php7",,O,Public administration and defense,medium
112235836,cl-xmlspam,defunkydrummer,3,0,Common Lisp,"common-lisp, xml",Roger Peppe's Common Lisp XML Stream PAttern Matcher,J,Information and communication,high
872687970,fastaudiosocket,pablodz,3,0,Go,,high performant audiosocket,J,Information and communication,high
1105588216,DevFestIca25-Activity2,Dav082004,3,0,JavaScript,"copilot, mcp-server",Actividad 2 GitHub MCP Server y Agentes,J,Information and communication,medium
1094538710,XperienceCampusWorkshop,Dav082004,3,21,HTML,"git, github, open-source","Taller colaborativo para aprender Git, GitHub y desarrollo web usando Codespace. ¡Contribuye agregando tu perfil y practica el flujo profesional de colaboración open source!",J,Information and communication,high
640118116,carrito-compras-flotante,juliocesardw,3,1,HTML,,,G,Wholesale and retail trade,high
277863442,diseno-formulario-login-registro,juliocesardw,3,2,JavaScript,,Diseñando un Formulario de Login y Registro - HTML - CSS - JS,J,Information and communication,high
270557973,icpc-solutions,ManuelLoaizaV,3,0,C++,,,P,Education,high
1130865824,mini-transformer-didactico,macespinoza,3,0,Jupyter Notebook,"attention-is-all-you-need, deep-learning, education, natural-language-processing, nlp, pytorch, transformers","Implementación didáctica de un Transformer Encoder–Decoder basada en Attention Is All You Need, diseñada para entender la arquitectura y el flujo de atención desde cero, usando un dominio acotado en español.",P,Education,high
824094307,ionic-rating-component,nelson6e65,3,3,TypeScript,,A component for rating in Ionic 6/7. Show evaluation. A quick rating operation on something.,I,Accommodation and food services,medium
304422536,Augmented-Reality-App-Flutter,heygonzalocaira,3,0,Dart,,Augmented Reality App Flutter,R,"Arts, entertainment and recreation",medium
21760921,EasyDash-PHP,elbereth,3,10,PHP,,A simple class for making calls to Dash's RPC API using PHP.,K,Financial and insurance activities,high
713123163,android-interview-questions,Android-Dev-Peru,3,0,,,Android Interview Questions,J,Information and communication,high
511154486,ChatFlutter,PaulGuillen,3,0,Dart,"dart, flutter-image-compress, get, http, image-picker, nodejs, progress-dialog, socket-io",Chat made in dart ,J,Information and communication,high
476129405,AppReservaJava,PaulGuillen,3,0,Java,"calendar-view, firebase, firebase-auth, firebase-database, java-android-application, kotlin-android, retrofit2",App made in java with firebase also using kotlin to add mercado pago developers,I,Accommodation and food services,medium
454504905,DeliveryBackend,PaulGuillen,3,1,JavaScript,"backend-services, firestorage, nodejs, socket-io, sql, token","Backend from DeliveryApp, in this project i will show u how it works backend logic",I,Accommodation and food services,high
447042577,Sistema-Experto-Medico,PaulGuillen,3,0,Java,"espanol, expert-system, java, medical",Sistema Experto Medico - Proyecto Universitario - Java,Q,Human health and social work,high
921766513,explorando-el-hub-de-qgis,geografope,3,0,,"geografia, geografia-computacional, geografope, peru, qgis","✨ Este repositorio 📁 te guiará paso a paso para explorar el Hub de QGIS 🚀, donde encontrarás recursos adicionales 🛠️ que te ayudarán a llevar tu flujo de trabajo en Sistemas de Información Geográfica (SIG) al siguiente nivel 🌍💡",M,"Professional, scientific activities",high
874995942,ideas-tutorial,geografope,3,0,,"ciencia-de-datos-espaciales, geografia-computacional, geografope","📂 Este repositorio reúne una colección de ideas, debates 💭, y sugerencias 💡 que han sido recomendadas por la comunidad 🌐. Su propósito es inspirar y facilitar la creación de contenido creativo 🎥✨ para YouTube y otras redes sociales 📱📸🎬",R,"Arts, entertainment and recreation",high
19351744,py-mongo-for-devs,puentesarrin,3,2,Python,,Python y MongoDB para desarrolladores,J,Information and communication,high
97803993,R-for-Analytics,EDavidAQ,3,1,R,,,M,"Professional, scientific activities",medium
675557953,catalog-things-ruby,lordksix,3,2,Ruby,"postgresql, ruby","*Catalog of my things is a console application we the user can create, list, save and load movies, books and music albums.",R,"Arts, entertainment and recreation",high
669969212,portfolio-v2,lordksix,3,0,TypeScript,"focus-trap-react, framer-motion, next-intl, next-themes, nextjs, radix-ui, react-hook-form, react-icons, swiper, vercel-analytics",Dynamic portfolio with english and spanish version with mongodb connection,J,Information and communication,high
184479188,AlexaLive-TestingBestPractices,jkelvie,3,0,JavaScript,,Code behind the Testing Best Practices session from Alexa Live conference,J,Information and communication,high
181082378,ClassicMovieMusts,jkelvie,3,1,JavaScript,,An Alexa Skill Sample showing how to build a quiz game skill.,R,"Arts, entertainment and recreation",high
239944408,lrp-registromedico,karenciita,3,6,JavaScript,,medical record,Q,Human health and social work,high
222370662,LRP-Farmcyc,karenciita,3,6,Lua,,crab and shrimp collection system,A,"Agriculture, forestry and fishing",high
1123542310,databricks-de-professional,DanielEdu,3,2,,,,J,Information and communication,low
601692699,netsuite-edi-generator,felipechang,3,0,JavaScript,,UI based EDI formatter for NetSuite,G,Wholesale and retail trade,high
854307964,Equipo-4,FooTalentGroup,3,3,JavaScript,,,J,Information and communication,low
820642001,Lingualab,FooTalentGroup,3,0,JavaScript,,,J,Information and communication,low
850199190,go-linkding,piero-vic,3,1,Go,,Go client for the Linkding API,J,Information and communication,high
461939880,catalog-of-my-things,piero-vic,3,1,Ruby,microverse,,J,Information and communication,low
430972752,watermelondb-server,jhonatanmacazana,3,0,TypeScript,,Server to allow synchronization of watermelonDB instances.,J,Information and communication,high
667495597,get-that-home-frontend,NunezGabriel,3,1,JavaScript,,an application to buy and sell homes ⚛️,L,Real estate activities,high
209324023,custom_color_palette,joaohenry23,3,3,Python,,Python package to create a custom color palette.,M,"Professional, scientific activities",medium
1032856977,dotnet-api-clean-architecture,sergiomauz,3,0,C#,,"This is a basic microservice to manage a school with courses, teachers, students and enrollments, using C#, SQL Server and Clean Architecture",P,Education,high
304749661,React-Adopt-Me,sergiomauz,3,1,JavaScript,"adoption, api, css3, es6-javascript, html5, minify, netlify, react","It is a Front-End built using ReactJS, which consumes the API of Pet Finder. The idea was to build a website for adopting a pet in the United States.",S,Other service activities,high
252107370,SQL-Exercises-sqlzoo.net,sergiomauz,3,0,TSQL,,It is a repository with SQL exercises taking into account the a database named SQLZOO,P,Education,high
952789223,ALGO_SI205_Y_2025I-test,nestoraudante,3,0,,,de prueba,J,Information and communication,low
722106926,wrf_aulas,adelgadop,3,0,Shell,,This is a project for educational purposes about learning WRF-Chem.,P,Education,high
281516656,PythonEmissData,adelgadop,3,0,Jupyter Notebook,,Get vehicles information to feed wrfchemi_cbmz_fc.ncl,D,"Electricity, gas, steam supply",medium
271937254,PythonObsData,adelgadop,3,1,Jupyter Notebook,,We have scripts to download air quality and meteorological data from CETESB station networks.,D,"Electricity, gas, steam supply",medium
329920746,Christmas-Lights,Danielalab,3,0,CSS,"animation-css, christmas-lights",🎄 Link demo:  https://danielalab.github.io/Christmas-Lights/index.html,R,"Arts, entertainment and recreation",high
759576342,Nailfold-Capillary-Detection,GraceSevillano,3,2,Jupyter Notebook,"counting-capillary, counting-objects, image-enhancement, image-processing, nailfold-capillary, vibot","Traditional Image Processing Techniques for Nailfold Capillary Detection: A project showcasing a non-ML/DL approach to detect and count nailfold capillaries, emphasizing the application of fundamental image analysis methods in medical diagnostics.",Q,Human health and social work,high
519411289,interactive-comments-section,dannxvc,3,3,JavaScript,,A comment section that allows the current user to interact with four functionalities (CRUD).,J,Information and communication,high
678685575,React_Tutorial,JuanDiegoGuerra,3,0,,,"In this exercise, you are going to consolidate your knowledge about React, components, props, state, and hooks, by following a tutorial.",J,Information and communication,high
641578498,Try-Gitflow,JuanDiegoGuerra,3,0,,,"In this exercise, you will practice Gitflow with an empty repo.",J,Information and communication,high
641026622,Git-Bistec-Practice,JuanDiegoGuerra,3,0,,,Experimental git repository to practice git bistec.,J,Information and communication,high
639112121,Testing-Practice,JuanDiegoGuerra,3,0,HTML,,"In this exercise, you will write a few practical tests for JavaScript functions using the Jest library.",J,Information and communication,high
637951790,JS-BestPractices,JuanDiegoGuerra,3,0,JavaScript,,Now it is time for you to perform a code review for your partner!,J,Information and communication,high
567490910,salad-gallery-using-css,malpicado,3,0,CSS,,Salad themed image gallery (for vegans and the like) using pure CSS,I,Accommodation and food services,high
567046335,cronometro-css-puro,malpicado,3,0,CSS,,"Este cronómetro está construido con HTML y CSS puro sin integrar funcionalidades en JavaScript ""giño giño--incrédulos""",J,Information and communication,high
557558050,De-NOOB-a-PRO-en-JavaScript,malpicado,3,0,JavaScript,,Todos los ejercicios para mejorar nuestra lógica de programación en JavaScript,P,Education,high
524238923,guia-html-para-principiantes,malpicado,3,0,HTML,,Escrito 100% en HTML,P,Education,high
207927203,cookbook,edeustua,3,0,TeX,,A cookbook with multiple sources of inspiration,I,Accommodation and food services,high
621490037,skillswap,dalessandro07,3,0,TypeScript,,Plataforma para compartir proyectos y experiencias. Comparte tu conocimiento y haz crecer tu talento en SkillSwap.,P,Education,high
538521540,spanish-word-to-number,dalessandro07,3,0,TypeScript,,Converts Spanish words like 'doscientos treinta y cuatro' to numbers '234'.,J,Information and communication,high
400868222,Plant_Science,FranciscoAscue,3,1,,,Taller de transcriptomica - Journal Club UNMSM ,A,"Agriculture, forestry and fishing",high
1134395857,TaleMessage,InsiderAnh,3,0,Java,,A MiniMessage style utility for Hytale that allows easy creation of formatted messages using HTML style tags.,R,"Arts, entertainment and recreation",high
285691255,UltraBreezly,InsiderAnh,3,3,Java,,UltraBreezly public breezly plugin,J,Information and communication,low
1024824532,ML-Mnist-kubernetes,CristianLazoQuispe,3,0,Python,,,M,"Professional, scientific activities",medium
829533112,ClusteringImageEmbeddings,CristianLazoQuispe,3,1,Jupyter Notebook,,,M,"Professional, scientific activities",medium
791467422,WholebodyPoseEstimation,CristianLazoQuispe,3,1,Jupyter Notebook,,,M,"Professional, scientific activities",medium
504308501,SearchRickAndMorty,EduDev06,3,1,Kotlin,"android, android-clean-architecture, android-mvvm, coil-image-loader, coroutines, hilt-compose, hilt-dependency-injection, jetpack-compose, kotlin, kotlin-flow-paging, retrofit2, room, room-persistence-library",SearchRickAndMorty is an app that search characters from Api Rick And Morty. It use single source of truth of data and uses MVVM - Jetpack Compose - Room - Retrofit and more libraries,R,"Arts, entertainment and recreation",high
457518277,Calculator,EduDev06,3,1,Kotlin,"jetpack-compose, kotlin-android","Calculator is an application that mimics the basic operations of a real life calculator. Perform operations of multiplication, division, subtraction, addition. It is developed with Jetpack compose and the Rhino library.",J,Information and communication,high
372342347,solana-validator-ansible,softalchemy,3,1,Shell,,,K,Financial and insurance activities,high
22159486,Mi-primera-web,henrychavez,3,6,JavaScript,,Archivos utilizados para hacer un sitio web basico con html5 y css3,J,Information and communication,high
14945834,menu_desplegable_css3,henrychavez,3,5,CSS,,Menu desplegable con html5 y css3,J,Information and communication,high
487240625,heroes-fullstack,master-bogdan,3,0,TypeScript,"backend, frontend, fullstack-javascript, javascript, nodejs, react, typescript",Fullstack (React + Nodejs) heroes app,J,Information and communication,high
366812726,fulllstack-auth,master-bogdan,3,0,JavaScript,"ant-design, authorization, backend, express, fullstack-javascript, logout, nodejs, react",Simple authorization app on React + NodeJS tech stack ,J,Information and communication,high
1101699197,BrainFlow-HackPlatanus,A-PachecoT,3,1,TypeScript,,,J,Information and communication,low
709536811,openai-functions-rust,minskylab,3,0,Rust,,,J,Information and communication,medium
1106786118,notebooks,Rotvie,3,0,Jupyter Notebook,,"A collection of practical notebooks covering deep learning, data science, math, and other topics.",M,"Professional, scientific activities",high
427768811,ransac-lidar-ros,Rotvie,3,3,Python,"gazebo, ransac, ros",RANSAC Line Fitting for Data from a Simulated LiDAR in Gazebo,M,"Professional, scientific activities",high
477246743,ZigLink,daneelsan,3,0,Mathematica,"wolfram-language, zig",Call Zig code from Wolfram Language via the LibraryLink interface.,M,"Professional, scientific activities",high
129865432,ExternalBrowserLite,bryanjhv,3,0,Java,,Open Facebook Lite links in external browser instead of in-app one...,J,Information and communication,high
311855383,angular-folder-structure-examples,jcyovera,3,1,HTML,,,J,Information and communication,high
397790340,StacksNavigatorExpo,Gonzalogdlr,3,0,JavaScript,,A recopilatory of Stacks Navigators  (Expo-ReactNative),J,Information and communication,high
340955936,To-Do_List,kcotrinam,3,0,JavaScript,,,J,Information and communication,high
335846695,weather-app,kcotrinam,3,0,JavaScript,"async-await, css-loader, es6, flexbox, grid-layout, html5, htmlwebpackplugin, javascript, minicssextractplugin, sass, sass-loader, webpack",Thi is a webapp made to show the temperature in the city you enter through the input. This app uses opweather API in order to get the information.,J,Information and communication,high
903282639,linux-eva,csl-club,3,0,Go,,Half bot half linux evangelist,J,Information and communication,high
185140887,nodejs-express-es10,Luiggi370z,3,1,JavaScript,,REST Api with nodeJS + express + ES10 + mongoose + events,J,Information and communication,high
147287194,vue-starter,Luiggi370z,3,1,JavaScript,"vue-router, vue-starter, vuejs2, vuex","Starter Vue app with SCSS + Vuex + Router + Mocha/Chai + Nightwatch, eslint, formatting",J,Information and communication,high
58516746,racket-torrent,ivoscc,3,1,Racket,,My attempt at bulding a torrent client in Racket,J,Information and communication,high
159710720,Keras_Introduction,leo2105,3,4,Jupyter Notebook,"cnn, computer-vision, keras",Introduction to Keras applying CNN and RNN,M,"Professional, scientific activities",high
359274846,Speedplanner-Mobile-App,GinoQuispe21,3,0,Dart,,":tada: Repositorio para el proyecto final del curso : ""Aplicaciones para Dispositivos Móviles"" para la aplicación Speedplanner. :iphone:   ",P,Education,high
333973901,GitHub-Project,GinoQuispe21,3,0,CSS,"github-api, react, wapo",:rocket: React application using the Github API :rocket:,J,Information and communication,high
724574176,orm.py,hackanonimous,3,0,Python,,,J,Information and communication,medium
269493493,jwt-passport,AngelRodRo,3,3,JavaScript,,JWT Passport implementation with Express.js for educational purposes for my youtube channel.,J,Information and communication,high
280463347,react-calculator,xtrmdarc,3,0,JavaScript,,,J,Information and communication,high
267709840,js-restaurant-page,xtrmdarc,3,0,,,,I,Accommodation and food services,high
243311429,Tic-tac-toe,xtrmdarc,3,0,Ruby,,,R,"Arts, entertainment and recreation",high
528485343,diazgio.github.io,diazgio,3,0,JavaScript,,,J,Information and communication,low
230512012,pulumi_demo_gcp,aldenso,3,1,,"gcp, gcp-compute, pulumi, pulumi-python, pulumi-typescript",Pulumi demo using Google Cloud Platform,J,Information and communication,high
758276125,GenerativeAI-Code,aquevedos,3,0,Python,,,J,Information and communication,low
555749741,PDD_model,cryohydromettools,3,0,Jupyter Notebook,,"This is a repository where we share some functions for estimating glacier surface melt and runoff on the north Antarctic Peninsula, using the Positive Degree Day (PDD) approach and ERA5 reanalysis data.",M,"Professional, scientific activities",high
228420146,scantools,fortepc,3,0,AutoHotkey,,A collection of scripts and tools to help optimize my job,J,Information and communication,medium
599346825,airflow-space-exploration,jhonathanssegura,3,1,Python,,Final project of the basic Airflow course in Platzi within the Platzi Space Program.,M,"Professional, scientific activities",high
692128387,setbase,pandadiestro,3,0,Go,"boolean, boolean-algebra, database",The boolean algebra-based dataset database.,J,Information and communication,high
669552588,alura-challenges,victorlunam,3,0,JavaScript,,Explicacion de cada Alura Challenge,J,Information and communication,medium
719181502,pg-connection,user0608,3,1,Go,,GORM postgres abstraction,J,Information and communication,high
589105816,FLutter-Web-Google-Maps-Iframe,edwinmacalopu,3,0,Dart,,🌎 🚩,J,Information and communication,medium
488398789,yams,rodp63,3,0,Python,"media, news, scraper, scrapy",A simple Python scraper to collect data from the most popular Peruvian news sites,J,Information and communication,high
416396343,Proyecto_tienda_app,FrankLopezFLB,3,1,JavaScript,,This is a project developed in .net with sql Server.,G,Wholesale and retail trade,high
1173961545,lazycider,stiffis,3,0,Go,"apple-music, bubbletea, cider, cider-2, go, kitty, kitty-graphics-protocol, linux, lipgloss, terminal-image, tui","A modern terminal UI for Cider (Apple Music), built in Go, with playback controls, playlists, lyrics fallback, and multi-panel search.",R,"Arts, entertainment and recreation",high
146551590,ai_trading,carlosgl87,3,0,Jupyter Notebook,,My notebooks from the nanodregree program AI for Trading of Udacity,K,Financial and insurance activities,high
856558828,web-pdf-saver,juliogarciape,3,0,JavaScript,,Save a web page as a PDF file using Puppeteer,J,Information and communication,high
855420809,expressjs.com,juliogarciape,3,0,HTML,,,J,Information and communication,high
850937313,fakeyou,juliogarciape,3,0,JavaScript,"fakeyou, fakeyou-ai, fakeyou-api, fakeyou-js",Example code for a modern wrapper for the FakeYou API with its latest features,J,Information and communication,high
850567123,graphql-node-postgresql,juliogarciape,3,0,JavaScript,,This is a simple project to demonstrate how to use GraphQL with NodeJS and PostgreSQL,J,Information and communication,high
849054510,crypi,juliogarciape,3,0,JavaScript,"algorithms, caesar-cipher, encryption-decryption, security-library, security-tools",A fun and simple security library for NodeJS with easy integration,J,Information and communication,high
847363324,es.react.dev,juliogarciape,3,0,TypeScript,,React documentation website in Spanish / Documentación del sitio web de React en Español,J,Information and communication,high
790536919,data-structures-and-algorithms,juliogarciape,3,0,Python,"algorithms, data-structures, data-structures-and-algorithms, python, python3",<Data Structures and Algorithms with Python />,M,"Professional, scientific activities",high
590629356,my-roadmap,juliogarciape,3,0,,,</>,J,Information and communication,low
590615269,technical-tests,juliogarciape,3,0,JavaScript,,<Technical tests I found to improve my programming logic />,J,Information and communication,high
566579717,softkit,juliogarciape,3,0,PHP,,,J,Information and communication,low
564514102,netflix-ionic-clone,juliogarciape,3,0,TypeScript,,<Netflix />,R,"Arts, entertainment and recreation",high
558740278,instagram-ionic-clone,juliogarciape,3,0,TypeScript,,<Instagram clone Ionic />,J,Information and communication,high
558663673,noticias-ionic,juliogarciape,3,0,TypeScript,,,J,Information and communication,medium
535252529,web-service-worker,juliogarciape,3,0,HTML,,<Página web disponible sin conexión a Internet />,J,Information and communication,high
535244479,mini-juego-css,juliogarciape,3,0,CSS,,<Esquiva los meteoritos en un juego de Ovnis />,R,"Arts, entertainment and recreation",high
535147065,chinder-node,juliogarciape,3,0,EJS,,<Desliza a la izquierda o a la derecha para mostrar tu interés />,R,"Arts, entertainment and recreation",medium
534938176,tuitapi-node,juliogarciape,3,0,JavaScript,,<Api Rest para crear tu propio Twitter />,J,Information and communication,high
331978869,recipes_scraper,jadx2,3,0,Ruby,,A web scraper for the Allrecipes website to display the top recipes by category with a user-friendly terminal application. built with Ruby.,I,Accommodation and food services,high
317266193,tnw_responsive,jadx2,3,0,HTML,,A responsive replica of The Next Web webpage,J,Information and communication,high
140496089,itunes-api-example-using-codable,santos88,3,0,Swift,,itunes-api-example-using-codable,J,Information and communication,high
940875547,mcp-hackathon,dceluis,3,1,Python,,,J,Information and communication,low
